VARIABLES="Period (s)" "|Fx| (N/m)" "|Fy| (N/m)" "|Fz| (N/m)" "|Cx| (N)" "|Cy| (N)" "|Cz| (N)" "ang(Fx) (°)" "ang(Fy) (°)" "ang(Fz) (°)" "ang(Cx) (°)" "ang(Cy) (°)" "ang(Cz) (°)"
Zone t="Corps  1"
Zone t="Diffraction force - beta =   0.000 deg",I=    21,F=POINT
 3.0000  0.830724E+02  0.834009E-04  0.402213E+03  0.191312E-04  0.787400E+01  0.209979E-12   -0.09  -89.40  -89.02  -90.55 -180.09 -209.38
 3.1000  0.884454E+02  0.109666E-03  0.396572E+03  0.323492E-05  0.838958E+01  0.710987E-13   -0.11  -89.86  -88.90  -86.09 -180.11   77.01
 3.2000  0.939558E+02  0.733723E-04  0.390958E+03  0.347156E-04  0.891652E+01  0.409707E-12   -0.14  -89.24  -88.77  -89.94 -180.14   73.37
 3.3000  0.997177E+02  0.103808E-03  0.385253E+03  0.129410E-04  0.946950E+01  0.199593E-12   -0.16   89.79  -88.62  -89.70 -180.16 -249.15
 3.4000  0.105659E+03  0.706638E-04  0.379431E+03  0.891998E-05  0.100414E+02  0.923705E-13   -0.19  -89.21  -88.47  -87.87 -180.19  -90.00
 3.5000  0.111733E+03  0.167010E-03  0.373490E+03  0.132396E-04  0.106253E+02  0.453928E-13   -0.23  -89.71  -88.30   89.05 -180.23 -149.42
 3.6000  0.117938E+03  0.671518E-04  0.367421E+03  0.242833E-05  0.112243E+02  0.502006E-12   -0.27   86.68  -88.13   89.74 -180.27   78.57
 3.7000  0.124252E+03  0.773938E-04  0.361469E+03  0.850539E-05  0.118305E+02  0.112023E-12   -0.31 -267.93  -87.94  -93.49 -180.31   27.38
 3.8000  0.130697E+03  0.682020E-04  0.355441E+03  0.266852E-05  0.124527E+02  0.126171E-12   -0.36 -268.70  -87.74 -109.37 -180.36  -88.39
 3.9000  0.137244E+03  0.798611E-05  0.349335E+03  0.138996E-04  0.130873E+02  0.512047E-12   -0.42 -119.79  -87.53  -90.54 -180.42  -82.83
 4.0000  0.143874E+03  0.148370E-03  0.343149E+03  0.584277E-05  0.137303E+02  0.625772E-13   -0.48  -89.49  -87.30 -265.86 -180.48  -83.48
 4.1000  0.150730E+03  0.144772E-04  0.336872E+03  0.207522E-04  0.143960E+02  0.148504E-12   -0.56  -84.47  -87.07 -269.46 -180.56   53.27
 4.2000  0.157726E+03  0.952260E-04  0.330628E+03  0.474250E-05  0.150744E+02  0.128734E-12   -0.63  -91.00  -86.82 -261.02 -180.63  -50.60
 4.3000  0.164883E+03  0.193188E-04  0.324472E+03  0.208268E-04  0.157671E+02  0.343806E-12   -0.72 -269.04  -86.56 -267.88 -180.72 -113.12
 4.4000  0.172179E+03  0.605558E-04  0.318284E+03  0.231165E-04  0.164765E+02  0.198070E-12   -0.82   80.96  -86.28   89.73 -180.82  -34.40
 4.5000  0.179591E+03  0.253432E-03  0.312058E+03  0.219778E-04  0.171995E+02  0.452971E-12   -0.93  -91.33  -86.00  -92.54 -180.93   64.94
 4.6000  0.187054E+03  0.136504E-04  0.305792E+03  0.302339E-05  0.179278E+02  0.475228E-12   -1.05 -223.21  -85.69 -266.68 -181.05 -251.70
 4.7000  0.194595E+03  0.344032E-04  0.299485E+03  0.126892E-04  0.186649E+02  0.382640E-13   -1.18  -76.28  -85.38  -88.83 -181.18  -68.20
 4.8000  0.202179E+03  0.139570E-04  0.293138E+03  0.106443E-04  0.194089E+02  0.281540E-12   -1.32 -251.31  -85.05   84.33 -181.32  -10.18
 4.9000  0.209778E+03  0.187896E-03  0.287039E+03  0.636810E-05  0.201490E+02  0.337040E-12   -1.47  -88.60  -84.71 -102.20 -181.47 -145.30
 5.0000  0.217458E+03  0.131704E-04  0.280929E+03  0.782520E-06  0.209017E+02  0.615389E-12   -1.64   62.86  -84.36  -91.93 -181.64   53.92
