 
      1    980    350      1
    1  0.1247484E+00  0.5602451E-02 -0.4500000E-01  0.9989932E+00  0.4486347E-01  0.0000000E+00  0.3364858E-03
    1  0.1247484E+00  0.5602451E-02 -0.1500000E-01  0.9989932E+00  0.4486347E-01  0.0000000E+00  0.3364858E-03
    1  0.1237440E+00  0.1676225E-01 -0.4500000E-01  0.9909495E+00  0.1342348E+00  0.0000000E+00  0.3364864E-03
    1  0.1237440E+00  0.1676225E-01 -0.1500000E-01  0.9909495E+00  0.1342348E+00  0.0000000E+00  0.3364864E-03
    1  0.1217433E+00  0.2778710E-01 -0.4499999E-01  0.9749289E+00  0.2225169E+00  0.0000000E+00  0.3364861E-03
    1  0.1217433E+00  0.2778710E-01 -0.1500000E-01  0.9749289E+00  0.2225169E+00  0.0000000E+00  0.3364861E-03
    1  0.1187624E+00  0.3858825E-01 -0.4499999E-01  0.9510568E+00  0.3090160E+00  0.0000000E+00  0.3364877E-03
    1  0.1187624E+00  0.3858825E-01 -0.1500000E-01  0.9510568E+00  0.3090160E+00  0.0000000E+00  0.3364877E-03
    1  0.1148252E+00  0.4907870E-01 -0.4499999E-01  0.9195260E+00  0.3930292E+00  0.0000000E+00  0.3364864E-03
    1  0.1148252E+00  0.4907870E-01 -0.1500000E-01  0.9195260E+00  0.3930292E+00  0.0000000E+00  0.3364864E-03
    1  0.1099636E+00  0.5917395E-01 -0.4500000E-01  0.8805951E+00  0.4738694E+00  0.0000000E+00  0.3364850E-03
    1  0.1099636E+00  0.5917395E-01 -0.1500000E-01  0.8805951E+00  0.4738694E+00  0.0000000E+00  0.3364850E-03
    1  0.1042166E+00  0.6879281E-01 -0.4499999E-01  0.8345737E+00  0.5508963E+00  0.0000000E+00  0.3364879E-03
    1  0.1042166E+00  0.6879281E-01 -0.1500000E-01  0.8345737E+00  0.5508963E+00  0.0000000E+00  0.3364879E-03
    1  0.9763050E-01  0.7785775E-01 -0.4500000E-01  0.7818281E+00  0.6234941E+00  0.0000000E+00  0.3364845E-03
    1  0.9763050E-01  0.7785775E-01 -0.1500000E-01  0.7818281E+00  0.6234941E+00  0.0000000E+00  0.3364845E-03
    1  0.9025835E-01  0.8629585E-01 -0.4499999E-01  0.7227983E+00  0.6910591E+00  0.0000000E+00  0.3364879E-03
    1  0.9025835E-01  0.8629585E-01 -0.1500000E-01  0.7227983E+00  0.6910591E+00  0.0000000E+00  0.3364879E-03
    1  0.8215950E-01  0.9403915E-01 -0.4499999E-01  0.6579353E+00  0.7530744E+00  0.0000000E+00  0.3364845E-03
    1  0.8215950E-01  0.9403915E-01 -0.1500000E-01  0.6579353E+00  0.7530744E+00  0.0000000E+00  0.3364845E-03
    1  0.7339916E-01  0.1010253E+00 -0.4499999E-01  0.5877901E+00  0.8090134E+00  0.0000000E+00  0.3364876E-03
    1  0.7339916E-01  0.1010253E+00 -0.1500000E-01  0.5877901E+00  0.8090134E+00  0.0000000E+00  0.3364876E-03
    1  0.6404785E-01  0.1071981E+00 -0.4500000E-01  0.5128949E+00  0.8584514E+00  0.0000000E+00  0.3364840E-03
    1  0.6404785E-01  0.1071981E+00 -0.1500000E-01  0.5128949E+00  0.8584514E+00  0.0000000E+00  0.3364840E-03
    1  0.5418085E-01  0.1125077E+00 -0.4500000E-01  0.4338872E+00  0.9009672E+00  0.0000000E+00  0.3364883E-03
    1  0.5418085E-01  0.1125077E+00 -0.1500000E-01  0.4338872E+00  0.9009672E+00  0.0000000E+00  0.3364883E-03
    1  0.4387760E-01  0.1169116E+00 -0.4500000E-01  0.3513752E+00  0.9362347E+00  0.0000000E+00  0.3364861E-03
    1  0.4387760E-01  0.1169116E+00 -0.1500000E-01  0.3513752E+00  0.9362347E+00  0.0000000E+00  0.3364861E-03
    1  0.3322110E-01  0.1203741E+00 -0.4499999E-01  0.2660355E+00  0.9639633E+00  0.0000000E+00  0.3364858E-03
    1  0.3322110E-01  0.1203741E+00 -0.1500000E-01  0.2660355E+00  0.9639633E+00  0.0000000E+00  0.3364858E-03
