           6
  5.6399999E-04  5.6399999E-04  5.5510196E-04  5.5510196E-04  5.3745601E-04
  5.3745601E-04  5.1133207E-04  5.1133207E-04  4.7714397E-04  4.7714397E-04
  4.3542602E-04  4.3542602E-04  3.8684986E-04  3.8684986E-04  3.3216609E-04
  3.3216609E-04  2.7224375E-04  2.7224375E-04  2.0803213E-04  2.0803213E-04
  1.4053792E-04  1.4053792E-04  7.0829985E-05  7.0829985E-05  0.0000000E+00
  0.0000000E+00 -7.0829985E-05 -7.0829985E-05 -1.4053792E-04 -1.4053792E-04
 -2.0803213E-04 -2.0803213E-04 -2.7224375E-04 -2.7224375E-04 -3.3216609E-04
 -3.3216609E-04 -3.8684986E-04 -3.8684986E-04 -4.3542602E-04 -4.3542602E-04
 -4.7714397E-04 -4.7714397E-04 -5.1133207E-04 -5.1133207E-04 -5.3745601E-04
 -5.3745601E-04 -5.5510196E-04 -5.5510196E-04 -5.6399999E-04 -5.6399999E-04
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  4.5746692E-05  4.5025296E-05  4.3593787E-05  4.1474679E-05  3.8701583E-05
  3.5318179E-05  3.1377662E-05  2.6942456E-05  2.2082224E-05  1.6873752E-05
  1.1399233E-05  5.7450047E-06  0.0000000E+00 -5.7450047E-06 -1.1399233E-05
 -1.6873752E-05 -2.2082224E-05 -2.6942456E-05 -3.1377662E-05 -3.5318179E-05
 -3.8701583E-05 -4.1474679E-05 -4.3593787E-05 -4.5025296E-05 -4.5746692E-05
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
