  1.2817511E-03  -1.570796       3.204387     -3.3012431E-14  9.0949470E-10
  5.0292581E-22 -6.5483619E-09  1.5543122E-14  7.8443918E-10 -5.7902643E-24
 -0.3440364      2.8203745E-15  5.9847960E-15 -5.5220263E-29  5.5950782E-03
  -1.570796       3.496963      7.5227693E-14 -7.5942808E-09  5.6910026E-22
  8.8039087E-08 -2.1671553E-13 -1.8246737E-09 -3.8877489E-22 -0.3664508    
  1.0666525E-14 -2.1900884E-15  1.5461674E-27  1.2619149E-02  -1.570796    
   3.505404     -3.7056830E-13  1.5522044E-08  8.8144366E-21 -1.5522044E-08
  1.6768809E-12 -1.2884509E-09 -4.7612516E-21 -0.3672432      1.3571796E-14
 -4.7704896E-15 -1.0356166E-26  2.2379568E-02  -1.570796       3.496958    
 -5.2270119E-13  2.0872903E-08  2.4352197E-21  8.0035534E-09 -7.9012352E-12
 -3.8880899E-09 -1.2440796E-21 -0.3664254     -9.7644654E-15  1.7347235E-15
  1.9588994E-26  3.4971528E-02  -1.570796       3.497393     -3.7325763E-13
  2.3355826E-08  5.1669010E-20  7.9744503E-08 -2.7284841E-12 -1.8917492E-09
  9.1056042E-21 -0.3665157     -1.0537771E-13  6.0715327E-16  7.1489731E-26
  5.0469995E-02  -1.570796       3.505205     -5.5507205E-12  9.5800115E-09
  1.1858461E-20 -1.3387762E-07 -1.3869794E-11 -1.4400333E-09 -6.9350823E-21
 -0.3672064      1.0073667E-12 -7.0111742E-15  7.2701421E-27  6.8745360E-02
  -1.570796       3.507885     -6.1142658E-12  8.2114378E-09 -3.7269450E-20
  9.0637641E-08  2.8421709E-12  1.2148250E-09 -1.3605467E-20 -0.3673420    
  8.4054541E-13 -5.8484961E-15 -1.6155871E-26  8.9515999E-02  -1.570796    
   3.497334      4.5211741E-11  4.7748472E-09  1.6940659E-19 -5.3842086E-08
  1.5916157E-12  5.0022209E-10  1.9058241E-20 -0.3664346     -5.1469614E-12
  2.6671373E-15 -4.8467614E-26  0.1136600      -1.570796       3.508805    
  2.3036599E-10 -1.0024652E-08  1.0096633E-18  2.8457077E-08  4.0927262E-12
 -2.2484730E-09 -1.9693516E-19 -0.3673480     -2.7505030E-11  1.1564823E-16
  1.9387046E-25  0.1398825      -1.570796       3.498022      6.3559791E-10
  2.2555469E-08  1.1262150E-17  8.3236955E-08  2.5011104E-11  5.4569682E-11
  6.8016746E-19 -0.3665767     -7.5818775E-11 -4.6837534E-16 -2.2618220E-25
  0.1696539      -1.570796       3.506411      9.7460795E-10 -9.1941645E-09
  5.1364078E-18  5.5032697E-08  8.0035534E-11  4.7128362E-10 -1.4653670E-19
 -0.3670538     -1.1671845E-10 -3.3117448E-16 -6.4623485E-26  0.2018494    
  -1.570796       3.505711      1.0348079E-09  2.3343699E-08 -1.6764476E-17
 -1.3872827E-07  5.1841198E-11 -2.1600499E-09  6.2172218E-19 -0.3672370    
