VARIABLES="Period (s)" "|Fx| (N/m)" "|Fy| (N/m)" "|Fz| (N/m)" "|Cx| (N)" "|Cy| (N)" "|Cz| (N)" "ang(Fx) (°)" "ang(Fy) (°)" "ang(Fz) (°)" "ang(Cx) (°)" "ang(Cy) (°)" "ang(Cz) (°)"
Zone t="Corps  1"
Zone t="Diffraction force - beta =   0.000 deg",I=    21,F=POINT
 3.0000  0.339754E+02  0.720331E-05  0.269830E+02  0.422131E-04  0.525332E+02  0.462129E-12   -0.46  -87.65  -74.52 -267.92 -180.46 -268.02
 3.1000  0.346251E+02  0.537599E-05  0.204633E+02  0.255343E-04  0.566135E+02  0.141808E-12   -0.53 -118.77  -73.04   84.98 -180.53 -102.30
 3.2000  0.351590E+02  0.283740E-04  0.109801E+02  0.631780E-05  0.613997E+02  0.742519E-12   -0.62  -86.64  -71.54   13.36 -180.62  -90.14
 3.3000  0.356109E+02  0.264261E-04  0.254363E+01  0.201795E-05  0.663594E+02  0.319705E-12   -0.71   84.05  -70.16 -259.15 -180.71  -75.19
 3.4000  0.364755E+02  0.362756E-04  0.552759E+01  0.217750E-04  0.718467E+02  0.792287E-12   -0.82  -97.81 -248.04   83.89 -180.82 -257.83
 3.5000  0.377328E+02  0.719677E-04  0.128295E+02  0.388777E-04  0.768807E+02  0.414101E-12   -0.92  -89.62 -246.38  -95.73 -180.92   80.62
 3.6000  0.378083E+02  0.149036E-04  0.212084E+02  0.659996E-04  0.820336E+02  0.674080E-13   -1.02   84.54 -244.60  -84.27 -181.01 -251.56
 3.7000  0.381190E+02  0.537825E-04  0.304074E+02  0.469208E-04  0.879399E+02  0.407820E-12   -1.14  -80.44 -242.77  -88.06 -181.14   71.72
 3.8000  0.371837E+02  0.153455E-04  0.397864E+02  0.870693E-04  0.945386E+02  0.259348E-12   -1.28 -256.00 -240.87   89.63 -181.28  -90.00
 3.9000  0.361651E+02  0.490500E-04  0.481193E+02  0.166652E-03  0.100624E+03  0.309107E-12   -1.42 -268.16 -238.91  -91.85 -181.42   89.34
 4.0000  0.357776E+02  0.370754E-04  0.563177E+02  0.390870E-04  0.106159E+03  0.113909E-12   -1.51   88.35 -236.93   70.99 -181.52   86.42
 4.1000  0.352242E+02  0.133182E-04  0.635939E+02  0.163040E-04  0.111250E+03  0.421382E-12   -1.61  -78.32 -234.91 -109.40 -181.59  -84.19
 4.2000  0.341745E+02  0.387004E-04  0.740423E+02  0.279134E-05  0.118944E+03  0.231609E-12   -1.73  -92.76 -232.76 -130.24 -181.73 -221.27
 4.3000  0.332986E+02  0.106382E-03  0.841513E+02  0.276996E-04  0.126653E+03  0.267423E-12   -1.88 -269.07 -230.66  -82.27 -181.91   70.60
 4.4000  0.317577E+02  0.327987E-04  0.942756E+02  0.173502E-03  0.133314E+03  0.442167E-12   -1.94 -266.30 -228.50  -93.32 -182.01  -98.78
 4.5000  0.303690E+02  0.125097E-04  0.102969E+03  0.510498E-04  0.139291E+03  0.831670E-13   -2.14  -81.17 -226.34   68.11 -182.08   70.02
 4.6000  0.292025E+02  0.386653E-04  0.112146E+03  0.754740E-05  0.145055E+03  0.643522E-12   -2.22   88.91 -224.10   29.58 -182.12  -62.73
 4.7000  0.278697E+02  0.229574E-04  0.120527E+03  0.171795E-04  0.151823E+03  0.419220E-12   -2.15   89.70 -221.88 -248.96 -182.21  -90.00
 4.8000  0.239275E+02  0.213291E-04  0.132347E+03  0.423974E-04  0.160919E+03  0.133499E-12   -2.22  -85.68 -219.52 -267.72 -182.32 -205.20
 4.9000  0.203789E+02  0.704221E-04  0.142592E+03  0.650666E-04  0.167309E+03  0.414314E-13   -2.30  -90.79 -217.18  -88.04 -182.35 -239.04
 5.0000  0.163764E+02  0.807901E-04  0.154020E+03  0.368645E-04  0.172684E+03  0.105988E-12   -2.05 -269.47 -214.84  -95.14 -182.30   76.43
