VARIABLES="Period (s)" "|Fx| (N/m)" "|Fy| (N/m)" "|Fz| (N/m)" "|Cx| (N)" "|Cy| (N)" "|Cz| (N)" "ang(Fx) (°)" "ang(Fy) (°)" "ang(Fz) (°)" "ang(Cx) (°)" "ang(Cy) (°)" "ang(Cz) (°)"
Zone t="Corps  1"
Zone t="Diffraction force - beta =   0.000 deg",I=    21,F=POINT
 3.0000  0.149793E+03  0.998180E-04  0.976093E+03  0.837895E-05  0.234659E+03  0.613422E-12 -173.99  -81.83  -40.84   23.92    6.04 -267.51
 3.1000  0.144563E+03  0.185853E-03  0.101600E+04  0.808324E-04  0.222408E+03  0.735722E-12 -173.04   89.53  -38.09 -130.51    6.92   47.32
 3.2000  0.120532E+03  0.102721E-03  0.928485E+03  0.320713E-04  0.199853E+03  0.126113E-11 -172.75  -87.08  -35.69 -145.99    7.29 -259.70
 3.3000  0.112739E+03  0.223922E-03  0.898642E+03  0.142093E-03  0.177241E+03  0.461361E-12 -172.19   87.40  -33.11 -193.14    7.79 -230.27
 3.4000  0.100427E+03  0.778640E-04  0.900065E+03  0.165097E-03  0.153165E+03  0.507487E-12 -171.97   80.79  -30.46   44.43    8.01   80.17
 3.5000  0.984819E+02  0.747845E-04  0.800663E+03  0.704849E-04  0.162454E+03  0.103866E-11 -170.56  -97.04  -29.37 -142.25    9.60   66.57
 3.6000  0.901891E+02  0.939974E-04  0.774337E+03  0.112404E-03  0.149097E+03  0.672978E-12 -169.40   88.60  -27.86   17.15   10.45 -140.84
 3.7000  0.931110E+02  0.799837E-04  0.754683E+03  0.613963E-04  0.155597E+03  0.355979E-12 -168.30 -259.30  -25.15 -207.46   11.70  -79.43
 3.8000  0.917063E+02  0.149950E-03  0.716339E+03  0.626422E-04  0.156929E+03  0.236254E-12 -166.49   86.68  -22.82 -116.32   13.50   80.70
 3.9000  0.857581E+02  0.443670E-04  0.746010E+03  0.131777E-03  0.147378E+03  0.948066E-12 -165.40  -80.11  -18.69   42.65   14.20  -57.37
 4.0000  0.768326E+02  0.728021E-04  0.699442E+03  0.930709E-04  0.137924E+03  0.641892E-12 -164.90   85.43  -15.75   72.60   15.51   84.60
 4.1000  0.742759E+02  0.791711E-04  0.653661E+03  0.239295E-03  0.125444E+03  0.492822E-12 -163.14  -88.91  -13.46  -93.98   16.82 -195.95
 4.2000  0.700098E+02  0.145933E-03  0.601656E+03  0.788262E-04  0.112671E+03  0.866183E-12 -161.45  -91.45  -11.46  -44.02   18.22 -266.12
 4.3000  0.651145E+02  0.808246E-04  0.542990E+03  0.780150E-03  0.104666E+03  0.200239E-11 -160.56 -237.94   -9.49 -178.16   19.76 -194.00
 4.4000  0.581358E+02  0.853547E-04  0.511176E+03  0.235521E-03  0.975560E+02  0.362005E-12 -159.71   85.94   -6.77  -91.52   20.87  -75.94
 4.5000  0.510136E+02  0.534275E-04  0.486725E+03  0.425627E-04  0.891297E+02  0.179309E-12 -157.67 -269.33   -4.42 -161.45   22.79  -99.70
 4.6000  0.496199E+02  0.987135E-04  0.461124E+03  0.149509E-03  0.867842E+02  0.268772E-12 -153.68   88.84   -2.90 -167.73   25.79 -163.74
 4.7000  0.479622E+02  0.902826E-04  0.433556E+03  0.133607E-03  0.836896E+02  0.557283E-12 -151.25  -89.30   -0.29  -82.77   27.70  -50.16
 4.8000  0.414538E+02  0.350785E-04  0.403947E+03  0.138617E-03  0.736016E+02  0.493678E-12 -153.08  -91.23    4.66 -249.46   26.71  -83.49
 4.9000  0.357918E+02  0.462706E-05  0.391740E+03  0.610203E-04  0.656546E+02  0.963336E-13 -152.06 -145.21    9.03   22.62   28.71  -84.71
 5.0000  0.311443E+02  0.285898E-04  0.369192E+03  0.202943E-03  0.559442E+02  0.740538E-12 -146.94  -87.65   10.73  -84.30   32.62 -233.88
