 
      1    980    350      1
    1  0.1746477E+00  0.7843450E-02 -0.6000000E-01  0.9989930E+00  0.4486468E-01  0.0000000E+00  0.1884325E-02
    1  0.1732416E+00  0.2346720E-01 -0.6000000E-01  0.9909500E+00  0.1342315E+00  0.0000000E+00  0.1884325E-02
    1  0.1704406E+00  0.3890200E-01 -0.5999999E-01  0.9749275E+00  0.2225224E+00  0.0000000E+00  0.1884324E-02
    1  0.1662673E+00  0.5402355E-01 -0.6000000E-01  0.9510562E+00  0.3090179E+00  0.0000000E+00  0.1884318E-02
    1  0.1607554E+00  0.6871010E-01 -0.6000000E-01  0.9195284E+00  0.3930235E+00  0.0000000E+00  0.1884313E-02
    1  0.1539491E+00  0.8284350E-01 -0.6000000E-01  0.8805943E+00  0.4738710E+00  0.0000000E+00  0.1884337E-02
    1  0.1459033E+00  0.9630990E-01 -0.6000000E-01  0.8345745E+00  0.5508952E+00  0.0000000E+00  0.1884314E-02
    1  0.1366827E+00  0.1090008E+00 -0.6000000E-01  0.7818311E+00  0.6234903E+00  0.0000000E+00  0.1884329E-02
    1  0.1263618E+00  0.1208142E+00 -0.6000000E-01  0.7227958E+00  0.6910617E+00  0.0000000E+00  0.1884317E-02
    1  0.1150234E+00  0.1316548E+00 -0.6000000E-01  0.6579365E+00  0.7530734E+00  0.0000000E+00  0.1884326E-02
    1  0.1027589E+00  0.1414354E+00 -0.6000000E-01  0.5877867E+00  0.8090159E+00  0.0000000E+00  0.1884318E-02
    1  0.8966701E-01  0.1500773E+00 -0.6000000E-01  0.5128980E+00  0.8584495E+00  0.0000000E+00  0.1884327E-02
    1  0.7585320E-01  0.1575108E+00 -0.6000000E-01  0.4338875E+00  0.9009671E+00  0.0000000E+00  0.1884322E-02
    1  0.6142870E-01  0.1636761E+00 -0.6000000E-01  0.3513732E+00  0.9362355E+00  0.0000000E+00  0.1884321E-02
    1  0.4650960E-01  0.1685236E+00 -0.6000000E-01  0.2660371E+00  0.9639627E+00  0.0000000E+00  0.1884322E-02
    1  0.3121600E-01  0.1720143E+00 -0.6000000E-01  0.1785549E+00  0.9839299E+00  0.0000000E+00  0.1884329E-02
    1  0.1567105E-01  0.1741200E+00 -0.6000000E-01  0.8964108E-01  0.9959742E+00  0.0000000E+00  0.1884326E-02
    1  0.0000000E+00  0.1748238E+00 -0.6000000E-01  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.1884312E-02
    1 -0.1567105E-01  0.1741200E+00 -0.6000000E-01 -0.8964108E-01  0.9959742E+00  0.0000000E+00  0.1884326E-02
    1 -0.3121600E-01  0.1720143E+00 -0.6000000E-01 -0.1785549E+00  0.9839299E+00  0.0000000E+00  0.1884329E-02
    1 -0.4650960E-01  0.1685237E+00 -0.6000000E-01 -0.2660371E+00  0.9639627E+00  0.0000000E+00  0.1884322E-02
    1 -0.6142870E-01  0.1636761E+00 -0.6000000E-01 -0.3513732E+00  0.9362355E+00  0.0000000E+00  0.1884321E-02
    1 -0.7585321E-01  0.1575108E+00 -0.6000000E-01 -0.4338875E+00  0.9009671E+00  0.0000000E+00  0.1884322E-02
    1 -0.8966701E-01  0.1500773E+00 -0.6000000E-01 -0.5128980E+00  0.8584495E+00  0.0000000E+00  0.1884327E-02
    1 -0.1027589E+00  0.1414354E+00 -0.6000000E-01 -0.5877867E+00  0.8090159E+00  0.0000000E+00  0.1884318E-02
    1 -0.1150234E+00  0.1316548E+00 -0.6000000E-01 -0.6579365E+00  0.7530734E+00  0.0000000E+00  0.1884326E-02
    1 -0.1263618E+00  0.1208142E+00 -0.6000000E-01 -0.7227958E+00  0.6910617E+00  0.0000000E+00  0.1884317E-02
    1 -0.1366827E+00  0.1090009E+00 -0.6000000E-01 -0.7818311E+00  0.6234903E+00  0.0000000E+00  0.1884329E-02
    1 -0.1459033E+00  0.9630990E-01 -0.6000000E-01 -0.8345745E+00  0.5508952E+00  0.0000000E+00  0.1884314E-02
